[  433954ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  436958ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  436959ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  439961ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  439961ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  442965ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  442965ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  445966ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  445966ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  448970ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
[  448970ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:9781/:0
[  451974ms] [ERROR] [HotReload] Connection closed by the server, attempting to reconnect... @ http://127.0.0.1:9781/cdn/shopifycloud/theme-hot-reload/theme-hot-reload.js:304
